"popsong_lyrics","singer","element_id"
"Unh, unh, let me tell you
I'm tryin' to keep my swagger, but you 'bout to have
me girl
Jump through about four or five hoops of, ooh baby
Let's take it to the hood so the people can see you
girl
Oh yes you're mean and vicious the way you switchin'
Now I say
This is the first time I had a girl
Who's looks set me on fire
I'm really trying to get to know you better girl
You ain't gotta act like you're shy
Cause we gon' do, somethin'
Somethin', is gon' get done
And we gon' get, crunk
And have a lot of, fun
Oh, oh oh oh","Chris Brown",4814
"Shorty, shorty
She growing her hair
She working them jeans
She talking that talk just li,li,like I like it
She keep it on and, poppin'
Shorty keep it on and poppin'
Ooh, oh, ooh yeah
Shorty, shorty
The way you wearing that top, got your boy so hot
Ain't no mistaking, playing, or faking
You got me open and waitin', and poppin'
You keep me on and poppin'
Oh, oh","Chris Brown",4815
"Ya Dipset! I'm Santana, 'ey!","Chris Brown",4816
"How ya doin' baby, nice to meet ya
Wait, let me not mislead ya
First off, I'm about my dough and cheese
Just call me a slice of pizza
Yup- I'll be your pizza guy
Deliver your pizza pie
I got a chauffer named Woodrow
Car named Bentley
When I speak he drives
Shorty know how to work it like a model
She get it poppin' like a cork on a bottle
Baby if you was a car
I'd put your doors in the air like a Murcielago
I leave you on a higher note
Then when Mariah Carey hit her highest note
You get diagnosed
With a higher dose
Of what you never had before- me!
Plus I ain't like them other guys that be cryin' broke
Whinin' broke
I'm about my bread, you heard what I said
Baby I'm a loaf!
Come let me screw ya
Bring it here, let me be your tutor
We can go to Miami, ride down Collins, hop on that
scooter
Next thing you know we be K-I-S-S-I-N-G
In the back of my Maserati
Then I drop you off before curfew time
The kind of guy I be
Oh I'm
So kind
Them other guys ... are not like me
So don't pay them ... no mind
Uh-uh!","Chris Brown",4817
"Shorty, shorty
The way you wearing that top, got your boy so hot
Ain't no mistaking, playing, or faking
You got me open and waitin', and poppin'
You keep me on and poppin'
Oh, oh","Chris Brown",4818
"[Lil Wayne]
Chris Br-eezy I ... see ya daddy","Chris Brown",4819
"Ya, right off the bat
I'm a mack
We can get it poppin, we can get it crack-in'
And if your man is whack
And if he lack what I pack
Then I will make you lack him
Shorty we can do what you wanna, how you wanna
Where you wanna, when you wanna - ask them
And my clip never droppin'
We can get it poppin' like a mac-ten
Brrrr-Dat Dat Dat on your back back back
I smack smack smack that
And I'm strapped with an automatic tongue
And it goes Brrrr-At-Dat Dat Dat
Now who wanna get shot baby I could tap that
Yup I could tap that (atta?) Rat Pack
I could lay back like a fat cat
But I'm a big dog on any track
Ah- and we got it pumpin' e'ry night e'ry night
When we get into our thing
You know I had to tell them young niggaz
When it come to the women I just switch like a mood ring
But I'm rich, I'm high on the food chain
I'm hot, I smoke like two trains
I'm trained, I know how to do things
My thing - hot like blue flame
Flame- the fireman put it out
She hot- the fireman put her out
All she gotta do is call up emergency
And I will be on my way to the house
Not now? I know somebody home
Don't leave me noddin' baby
All you gotta do is bring that (cmon?)
And we can get it poppin' baby.","Chris Brown",4820
"[Chris Brown]
Say what yo' name is
Ooh yeah that fits you girl
Tell me where you headed
Can I walk with you girl?
You got that look in your eyes
That look like you give your boy here a good ol' time
And I'm on it girl, that's right I'm on it girl
See this is the first time I had a girl
Who's looks set me on fire
I'm really trying to get to know you better girl
You aint gotta act like you shy
Cuz we gon' do, something
something is gon' get, done
And we gon' get, crunk
And have a lot of, fun
And I say...","Chris Brown",4821
"Shorty, shorty
She growing her hair
She working them jeans
She talking that talk just li,li,like I like it
She keep it on and, poppin'
Shorty keep it on and poppin'
Ooh, oooh, ooh yeah
Shorty, shorty
The way you wearing that top, got your boy so hot
Aint no mistaking, playing, or faking
You got me open and waitin', and poppin'
You keep me on and poppin'
Oooooh, oooooooh","Chris Brown",4822
"Unh, unh, let me tell you
I'm tryin' to keep my swagger, but you 'bout to have
me girl
Jump through about four or five hoops of, ooh baby
Let's take it to the hood so the people can see you
girl
Oh yes you're mean and viscious the way you switchin'
Now I say
This is the first time I had a girl
Who's looks set me on fire
I'm really trying to get to know you better girl
You aint gotta act like you're shy
Cuz we gon' do, somethin'
Somethin', is gon' get done
And we gon' get, crunk
And have a lot of, fun
Ooooh, oohh ooohhhhh","Chris Brown",4823
"Shorty, shorty
She growing her hair
She working them jeans
She talking that talk just li,li,like I like it
She keep it on and, poppin'
Shorty keep it on and poppin'
Ooh, oooh, ooh yeah
Shorty, shorty
The way you wearing that top, got your boy so hot
Aint no mistaking, playing, or faking
You got me open and waitin', and poppin'
You keep me on and poppin'
Oooooh, oooooooh","Chris Brown",4824
"[Juelz Santana]
Ya Dipset! I'm Santana, 'ey!","Chris Brown",4825
"How ya doin' baby, nice to meet ya
Wait, let me not mislead ya
First off, I'm about my dough and cheese
Just call me a slice of pizza
Yup- I'll be your pizza guy
Deliver your pizza pie
I got a chauffer named Woodrow
Car named Bentley
When I speak he drives
Shorty know how to work it like a model
She get it poppin' like a cork on a bottle
Baby if you was a car
I'd put your doors in the air like a Murcielago
I leave you on a higher note
Then when Mariah Carey hit her highest note
You get diagnosed
With a higher dose
Of what you never had before- me!
Plus I aint like them other guys that be cryin' broke
Whinin' broke
I'm about my bread, you heard what I said
Baby I'm a loaf!
Come let me screw ya
Bring it here, let me be your tutor
We can go to Miami, ride down Collins, hop on that
scooter
Next thing you know we be K-I-S-S-I-N-G
In the back of my Maserati
Then I drop you off before curfew time
The kind of guy I be
Oh I'm
So kind
Them other guys ... are not like me
So don't pay them ... no mind
Uh-uh!","Chris Brown",4826
"[Chris Brown]
Shorty, shorty
The way you wearing that top, got your boy so hot
Aint no mistaking, playing, or faking
You got me open and waitin', and poppin'
You keep me on and poppin'
Oooooh, oooooooh","Chris Brown",4827
"Add to Favorites Chris Brown f/ Lil Wayne, Juelz Santana - Poppin' (Remix) Lyrics 	Email to a Friend Chris Brown f/ Lil Wayne, Juelz Santana - Poppin' (Remix) Lyrics 	Buy Related Albums","Chris Brown",4828
"[Juelz Santana]
[Rap]
Okay
Check it, Check it, Check it out
It's Santana again
Steppin, Steppin, Steppin out
One of them Brand new big boy toys
I do big boy things
I make big boy noise cuz...
I know what girls want...
I know what they like
They wanna stay up , and party all night
so bring a friend","Chris Brown",4829
"[Chris Brown]
[Verse 1]
Let me talk to you
Tell you how it is
I was thinkin when I saw that body gotta get shawty
Tell her what the young boy gon do
Damn them chicks wit chu gotta be okay
Babe pretty thick wit the kick that's sick that need to be hit
So tell me what ya'll gon do","Chris Brown",4830
"[Hook]
I got friends, and you got friends
They hop out, and you hop in
I look fly, and they jockin
The way you drop, drop makes me hot [2x]","Chris Brown",4831
"[Chorus]
Is ya man on the flo?
If he ain't...
Let me know
Let me see if you can run it, run it
girl indeed I can run it, run it [2x]","Chris Brown",4832
"[Verse 2]
You'll see
Girl I can set you off
Don't believe my age is gonna slow us down
I can definitly show you things
that's gon have you sayin I can't be 16
Once I get in you won't wanna go
(and I...)
I'll have yo girls wishin they were you
(and I...)
I know your heard about me, but guess what's goin down if we leave","Chris Brown",4833
"[Hook 2x]","Chris Brown",4834
"[Chorus 2x]","Chris Brown",4835
"[Breakdown]
Girl you feel right
(Feel right)
Make me feel like...
(feel like...)
I wanna do a little somethin
(do a little somethin)
Ain't no thing let you do it fo sho
Girl the way that your wearin them jeans is turnin me on
I'm the hottest thing thats in these streets so baby won't you rock me...","Chris Brown",4836
"[Rap]
Make it drop honey...
Make it pop honey...
Whip, whop..
Tick, tock to da clock fo me
don't stop doin that
and shawty know I mean what I say so she won't stop doin dat
Plus I heard if you can dance you can bump
Well dance is up let's go, let's go (yup)
we can get it in...
we can gets some friends
do it like the ying yang twins
[Whisperin']
wait til' you see my....
wait til' you see my...
let me fall back
You ain't ready for all dat
have you sleep late
real late
yeah takin a long nap
you teel your friends...
to get wit my friends
we can be friends
switch and meet friends (switch)
we can do it all night long, and...
til' da clock hit mornin ya dig","Chris Brown",4837
"[Chorus 2x]","Chris Brown",4838
"[Outro]
oooh, oooh, oooh, ooh","Chris Brown",4839
"[Music til' fade out...]","Chris Brown",4840
"(Juelz Santana)
Okay
Check it, Check it, Check it out
It's Santana again
Steppin, Steppin, Steppin out
One of them Brand new big boy toys
I do big boy things
I make big boy noise cuz...
I know what girls want...
I know what they like
They wanna stay up , and party all night
so bring a friend","Chris Brown",4841
"(Chris Brown)
Verse 1
Let me talk to you
Tell you how it is
I was thinkin when I saw that body gotta get shawty
Tell her what the young boy gon do
Damn them chicks wit chu gotta be okay
Baby pretty thick wit the kick that's sick that need to be hit
So tell me what ya'll gon do","Chris Brown",4842
"(Hook)
I got friends, and you got friends
They hop out, and you hop in
I look fly, and they jockin
The way you drop, drop makes me wanna pop
I got friends, and you got friends
They hop out, and you hop in
I look fly, and they jockin
The way you drop, drop makes me wanna pop (pop)","Chris Brown",4843
"(Chorus)
Is ya man on the flo?
If he ain't...
Let me know
Let me see if you can run it, run it
girl indeed I can run it, run it (2x)","Chris Brown",4844
"Verse 2
(come here)
You'll see
Girl I can set you off
Don't believe my age is gonna slow us down
I can definitly show you things
to have you sayin I can't be 16
Once I get in you wanna go
(and I...)
I'll have yo girls wishin they were you
(and I...)
I know your heard about me, but guess what's goin down if we leave","Chris Brown",4845
"(Hook 2x)","Chris Brown",4846
"(Chorus 2x)","Chris Brown",4847
"(Santana)
lets go","Chris Brown",4848
"(Chris Brown)
Girl you feel right
(Feel right)
Make me feel like...
(feel like...)
I wanna do a little somethin
(do a little somethin)
Ain't no thing unless you do it fo sho
Girl the way that your wearin them jeans is turnin me on
I'm the hottest thing thats in these streets so baby won't you rock me...","Chris Brown",4849
"(Santanna)
Make it drop honey...
Make it pop honey...
Whip, whop..
Tick, tock to da clock fo me
don't stop doin that
and shawty know I mean what I say so she won't stop doin dat
Plus I heard if you can dance you can bump
Well dance is up let's go, let's go yup
we can get it in...yup
we can gets some friends
do it like the ying yang twins
start Whisperin
wait til' you see my....eh
wait til' you see my...eh
let me fall back
You ain't ready for all dat
have you sleep late
real late
yeah takin a long nap..eh
you teel your friends
to get wit my friends
we can be friends
switch and meet friends (Switch!)
we can do it all night long, and...
til' da clock hit mornin
ya dig","Chris Brown",4850
"(Chorus 2x)","Chris Brown",4851
"(Outro)
oooh, oooh, oooh, ooh","Chris Brown",4852
"Look we gotta talk
Dang I know
I know it's just
It's just...
Some things I gotta get of my chest alright....
Yeahhhh...
Whoa, whoa, whoa, oh, whoa, whoa, whoa, whoa, oh, whoa...
Listen..","Chris Brown",4853
"Baby come here and sit down, let's talk
I got a lot to say so I guess I'll start by
Saying that I love you,
But you know, this thing ain't been
No walk in the park for us
I swear it'll only take a minute
You'll understand when I finish, yeah
And I don't wanna see you cry
But I don't wanna be the one to tell you a lie so","Chris Brown",4854
"How do you let it go? When you,
You just don't know? What's on,
The other side of the door
When you're walking out, talk about it
Everything I tried to remember to say
Just went out my head
So I'ma do the best I can to get you to understand
'cause I know","Chris Brown",4855
"Chorus
There's never a right time to say goodbye
But I gotta make the first move
'Cause if I don't you gonna start hating me
Cause I really don't feel the way I once felt about you
Girl it's not you, it's me
I kinda gotta figure out what I need (oh)
There's never a right time to say goodbye
But we know that we gotta go
Our separate ways
And I know it's hard but I gotta do it,
And it's killing me
Cause there's never a right time
Right time to say goodbye","Chris Brown",4856
"Girl I know your heart is breaking
And a thousand times I
Found myself asking, ""Why? Why?""
Why am I taking so long to say this?
But trust me, girl I never
Meant to crush your world
And I never
Thought I would see the day we grew apart
And I wanna know","Chris Brown",4857
"How do you let it go? When you,
You just don't know? What's on,
The other side of the door
When you're walking out, talk about it
Girl I hope you understand
What I'm tryna say.
We just can't go on
Pretending that we get along
Girl how you not gonna see it?","Chris Brown",4858
"Chorus
There's never a right time to say goodbye
But I gotta make the first move
'Cause if I don't you gonna start hating me
Cause I really don't feel the way I once felt about you
Girl it's not you it's me.
I kinda gotta figure out what I need (oh)
There's never a right time to say goodbye
But we know that we gotta go
Our separate ways
And I know it's hard but I gotta do it,
And it's killing me
Cause there's never a right time
Right time to say goodbye","Chris Brown",4859
"Listen to your heart
Girl you know,
We should be apart, baby I
I just can't do it
I, I just can't do it
Listen to your heart
Girl you know,
We should be apart, baby I
I just can't do it
And sometimes it makes me wanna cry
Oh, oh, oh, oh, oh, oh, oh
Do you hear me crying?
Oh, oh, oh","Chris Brown",4860
"Chorus
There's never a right time to say goodbye
But I gotta make the first move
'Cause if I don't you gonna start hating me
Cause I really don't feel the way I once felt about you
Girl it's not you it's me.
I kinda gotta figure out what I need (oh)
There's never a right time to say goodbye
But we know that we gotta go
Our separate ways
And I know it's hard but I gotta do it,
And it's killing me
Cause there's never a right time
Right time to say goodbye","Chris Brown",4861
"Chorus
There's never a right time to say goodbye
But I gotta make the first move
'Cause if I don't you gonna start hating me
Cause I really don't feel the way I once felt about you
Girl it's not you it's me.
I kinda gotta figure out what I need (oh)
There's never a right time to say goodbye
But we know that we gotta go
Our separate ways
And I know it's hard but I gotta do it,
And it's killing me
Cause there's never a right time
Right time to say goodbye","Chris Brown",4862
"I seen da light
I seen da love
seen all da things i heard bout
seen all da things i read about
I seen da light","Chris Brown",4863
"[Rico Love:]
Yo uhh
diz feel real good right here mann its a good look
shoulda been
its love
young CHRIS","Chris Brown",4864
"[CHRIS BROWN:]
Guch Wuddup","Chris Brown",4865
"[Rico Love:]
From the streets of VA
talk to da whole world mann
better America
talk to em mann","Chris Brown",4866
"[VERSE 1: CHRIS BROWN]
Its been a struggle for me
wonderin why i cant get by
wit my life
but now im free and
i done did some right and wrong but i still see the light N i done been around sets and drugs hustlin but momma aint raise no thug
and it took a little to see
how real it could get N how diz life wasnt meant for me
cuz i","Chris Brown",4867
"[CHORUS 1:]
Seen alota bad things on my block but i aint wanna b a victim of a gunshot
i cant let nuttin hold me down","Chris Brown",4868
"See all the things i heard bout
woooh
see all the things i read about
wooaa
i seen the light","Chris Brown",4869
"[VERSE 2:]
Its kinda hard for me to stay
away from all these girls
and the haters they dont like that im fullfillin my dreams
but im jus tryna do my thing
my nigga can i live my life
I got da world on my shoulders (shoulders)
N im only gettin older (older)
but its like its gettin colder
i gone make it
but i cant take it sometimes","Chris Brown",4870
"[CHORUS 2:]
Ive came along way from my block and ive prayed forth for everything i got
i didnt let nuttin break me down","Chris Brown",4871
"See all the things i heard bout
ooohh yeahh
see all the things i read about
i seen the light","Chris Brown",4872
"[CHRIS BROWN: Spoken]
Wow uh mann after all this who woulda thought lil boy from Tappahannock Virgina
you know what im sayin would make it all da way to da top","Chris Brown",4873
"[Rico Love:]
Life is vivid when seen through the eyes of a righteous spirit they try to show us da light but we dont like to hear it
momma told me i was bright but dispite her lyrics a large hurt across my sight i had to fight to clear it
like a runner a couple of summers i often wondered if it really was winning N
thats when i heard da thunder a current was accuring it was stirring up my hunger but i couldnt let the *shit* burry a *nigga* under (dont let it)
used to cry hopin all diz would pass and then i learned to use my tears to water up da grass
so part of my swag but
apparently i won cuz i took my shades off and now im starrin at the sun","Chris Brown",4874
"See all the things i heard bout
Im seeing da light (im seein da light)
im realizing dat its me in da light
see all the things i read about
i read bout it, i heard about it
i seen the light
and now i kno","Chris Brown",4875
"[BRIDGE: CHRIS BROWN]
I coulda did wrong
i seen alot a people hustle
but i left them things alone
i almost lost my friend to da struggle but i guess dat made me strong (made me strong)
i seen a whole lotta drama and it taught me how to fight
(taught me how to fight)
and i thank god for my momma she showed me what was right
i coulda been in da dark
but thank god for da light
(i seen da light)","Chris Brown",4876
"See all the things i heard bout
all da things i heard bout
see all the things i read about
i read about it, i read about it
i seen the light
i see the light, i see the light","Chris Brown",4877
"Shawty come here,
I wanna grab your body, lay you on the sofa,
And as I pull your hair,
I'm gonna stroke your body make you bend over for me,
And you've been waitin' patiently for me to break you off,
And girl your clothes still on but Imma rip 'em off with my teeth yeah, yeah, yeah
And girl Imma whisper this into your ear.","Chris Brown",4878
"How deep do you want me to go?
Do you want me to speed it up, speed it up or go slow?
Start from the bed, now we out here on the floor,
Girl you're really in for a treat now, but don't fall in love cuz,","Chris Brown",4879
"We just havin' sex,
I'm gonna get you wet,
We not makin' love tonight.
Hickies all over your neck,
Kissin' all over your body, babe,
Girl you gon' get it tonight.
When we have sex, sex, sex,
When we have sex, sex, sex,
When we have sex, sex, sex,
When we have sex, sex, sex,
When we have sex.","Chris Brown",4880
"Lookin' at my baby,
Sleepin' like a baby,
Body so amazing drive me crazy,
I'm about to wake you up,
Girl I wanna sex you up,
I know how to go about this,
Cuz I gotta do something,
Kissing and the touching,
Ain't no rushing,
When it comes to sexin',
Slow and easy does it
You gon' think you dreaming about me licking you.","Chris Brown",4881
"Girl you can thank me in the morning.
When you wake up feeling hella good.
Feeling like you want me.
I didn't realize how much I made you scream, yeah.","Chris Brown",4882
"We just havin' sex,
I'm gonna get you wet,
We not makin' love tonight.
Hickies all over your neck,
Kissin' all over your body, babe,
Girl you gon' get it tonight.
When we have sex, sex, sex,
When we have sex, sex, sex,
When we have sex, sex, sex,
When we have sex, sex, sex,
When we have sex.","Chris Brown",4883
"It's gon' be the best,
Best you ever had,
I can promise that, baby,
I lay you on your back,
Then between your legs,
I can make 'em spread, baby.","Chris Brown",4884
"We just havin' sex,
I'm gonna get you wet,
We not makin' love tonight.
Hickies all over your neck,
Kissin' all over your body, babe,
Girl you gon' get it tonight.
When we have sex, sex, sex,
When we have sex, sex, sex,
When we have sex, sex, sex,
When we have sex, sex, sex,
When we have sex.","Chris Brown",4885
"You make it hard for me to see somebody else
I'm calling her your name
Yeah its messed up, 'cause I'm thinkin' 'bout you
It's your fault babe
I never wanted us to break up
No not this way
But you don't understand it girl
When she touches me, I'm wishing that they were your hands
And when I'm with her it's only 'bout the sex
With you I had a bad romance
And if I could, just trade her in I would
'Cause nobody can pass ya, no, yeah
Think I better let her go
Can't leave you alone
Every day that I'm with her, all I want is you
I wanna leave but I'm afraid
That you don't even feel the same
And now I realize that she ain't you
(no she ain't you)
Whoa oh oh, whoa oh oh, whoa oh oh
She ain't you, no she ain't you
I been sleeping out
For quite some nights now
It's not the same in my bed
But if she found out, what's going on in my head
It'll be all bad, have me right back
But you don't understand it girl
When she touches me, I'm wishing that they were your hands
And when I'm with her it's only 'bout the sex
With you I had a bad romance
And if I could, just trade her in I would
'Cause nobody can pass ya, no, yeah
I think I better let her go
Can't leave you alone
Every day that I'm with her, all I want is you
I wanna leave but I'm afraid
That you don't even feel the same
And now I realize that she ain't you
No she ain't she ain't you
No
Think I better let her go
Can't leave you alone
Every day that I'm with her, all I want is you
I wanna leave but I'm afraid
That you don't even feel the same
And now I realize that she ain't you
(no she ain't you)
Whoa oh oh, whoa oh oh, whoa oh oh
She ain't you, no she ain't you","Chris Brown",4886
"[Verse 1:]
I'm finally fed up,
With the run around chase and cut,
So I hung my jersey up,
Turned in my playas card, um
The boy faced the facts,
I'm a man now, done with that,
Finally learned how to act, and in fact
It’s cuz of who you are
So glad that I found you","Chris Brown",4887
"[Chorus:]
So glad, so glad (So glad)
So glad, so glad (I found you)
So glad (Baby, so glad that I found you)
So glad, so glad (You made me)
So glad, so glad (Brand new, yeah)
So glad, baby I'm so glad that I found you","Chris Brown",4888
"[Verse 2:]
Hey, you caught me up,
When I stop, u start me up,
When a brotha got low, got me up,
And I’d be up, stu-stu-stuck girl (girl hook me up) (?)
And not to be cliche (cliche),
But I'm inclined to your body (body)
My good day, (hey) just the way you do
Makes me so damn glad that I found you","Chris Brown",4889
"[Chorus:]
So glad, so glad (So glad)
So glad, so glad (I found you)
So glad (Baby, so glad that I found you)
So glad, so glad (You made me)
So glad, so glad (Brand new)
So glad, baby I'm so glad that I found you","Chris Brown",4890
"[Verse 3:]
I love the way that you care for me honey,
I love the fact that you’re there for me honey,
And I ain’t goin nowhere from you, trust me
(Now that I got you baby)
I love the way that you care for me honey,
I love the fact that you’re there for me honey,
And I ain’t goin nowhere from you, trust me
(Now that I’ve found you, baby)","Chris Brown",4891
"[Chorus:]
So glad, so glad
So glad, so glad (I’m So Glad)
So glad (Oh, I’m So Glad)
So glad, so glad
So glad, so glad (Now That I’ve Found U, I’m Brand New)
So glad, baby I'm so glad that I found you","Chris Brown",4892
"So glad, so glad (I’m So Glad I’ve Found Her, I’m So Glad I Got U)
So glad, so glad
So Glad (I’m So Gla-a-ad)
So glad, so glad (Baby, eh, Baby)
So glad, so glad
So glad, baby I'm so glad that I found you","Chris Brown",4893
"[Verse 1: Chris Brown]
Take it off I wanna love you and everybody wanna touch you
You movin right wanna see what's up under then back it up, beep beep like a trucker.
Nice thighs, nice waist, and you know I can't forget about your face
But don't none of that matter I'm about to make your pockets fatter","Chris Brown",4894
"[Chorus:]
Girl I just wanna see you strip, right now cause it's late, babe
Girl I just wanna see you strip, girl take your time with it
Girl I just wanna see you strip God damn you're sexy (for meeee)
God damn you're sexy! (babbyyy) God damn you're sexy!
Girl I just wanna see you...","Chris Brown",4895
"[Verse 2:]
Got my shades on with my J's on in the club with a pocket full of ones
This girl, booty out of control there she go up and down the pole
Which one I'm take home get my freak on if you ain't freaking, we ain't speaking
You think I'm playing, no I'm not let me see you back it up and drop
Yeah, I wanna see your legs in the air baby don't worry about your hair or those tracks
I don't give a damn about that in the club they're playing my song,
Turn it up, play it all night long If you think you can, and you know you can
I'm a give you all this money money money","Chris Brown",4896
"[Chorus:]
Girl I just wanna see you strip, right now cause it's late, babe
Girl I just wanna see you strip, girl take your time with it
Girl I just wanna see you strip God damn you're sexy (for meeee)
God damn you're sexy! (babbyyy) God damn you're sexy!
Girl I just wanna see you...","Chris Brown",4897
"[Verse 3: K-Mac]
Pants, shirt, you can take it off, panties, bra, you can take it off
Red bottom heels, you can take 'em wait, wait, leave 'em on, cause I like my woman tall!
Got a hot momma, you're hotter than a sauna I wanna peel them clothes off your body like a banana
The only reason I dress you in that designer is to get you out that dolce and gabbana!
I throw this money up, she watch it all fall, toot that thing up for a boss
Anything you're wanting baby, you can have it all,
Starting with my last name now they call you Mrs. McCall","Chris Brown",4898
"[Chorus:]
Girl I just wanna see you strip, right now cause it's late, babe
Girl I just wanna see you strip, girl take your time with it
Girl I just wanna see you strip God damn you're sexy (for meeee)
God damn you're sexy! (babbyyy) God damn you're sexy!
Girl I just wanna see you...","Chris Brown",4899
"[Chris:]
Weak
I have been crying and crying for weeks
How'd I survive when I can barely speak
Barely eat
On my knees","Chris Brown",4900
"[Keri:]
But that's the moment you came to me
I don't know what your love has done to me
Think I'm invincible I see
Through the me
I used to be","Chris Brown",4901
"[Chorus:]
[Chris:]
You changed my whole life
[Keri:]
Don't know what your doing to me with your love
[Chris:]
I'm feeling all Super human
You did that to me
Super human heart beats in me
[Both:]
Nothing can stop me here with you, superhuman
Super human
[Chris:]
Super human
[Keri:]
Super human","Chris Brown",4902
"[Chris:]
Strong
Since I've been flying and righting the wrongs
Feels almost like i had it all along
I can see tomorrow
[Keri:]
But every problem is gone because
I flew everywhere with love inside of me
It's unbelievable to see
How love could set me free","Chris Brown",4903
"[Chorus:]
[Both:]
You changed my whole life
Don't know what your doing to me with your love
I'm feeling all Super human
You did that to me
Super human heart beats in me
Nothing can stop me here with you, superhuman
Super human
[Chris:]
Super human","Chris Brown",4904
"[Chris:]
Its not a bird
Not a plane","Chris Brown",4905
"[Both:]
Its my heart and its gonna go away","Chris Brown",4906
"[Both:]
My only weakness is you
Only reason is you
Every minute with you I feel like I can do
Anything","Chris Brown",4907
"[Chorus:]
[Both:]
Going going I'm going away
In love
You changed my whole life
Don't know what your doing to me with your love
I'm feeling all Super human
You did that to me
Super human heart beats in me
Nothing can stop me here with you, superhuman
Super human
[Chris:]
Super human","Chris Brown",4908
"Here we are all alone in this room (oh)
And girl I know where to start and what we're gonna do (yeah)
I'll take my time we'll be all night girl
So get ready babe I got plans for me and you
It ain't my first time but babygirl we can pretend,
Hey let's bump and grind girl tonight we'll never end","Chris Brown",4909
"Chorus
Let me take you down
I really wanna take you down
And show you what I'm about
Can I take you now?
Your body body oh
Your body body up and down
So don't stop girl get it
Quit playing wit it
Can't wait no more
I wanna take you down
I really wanna take you down
Take you down, yeah","Chris Brown",4910
"Pretty girl let's take it off in this room,
No time to waste girl you know what we came to do,
We got all night to try to get it right girl,
(hope you ready, hope you ready, hope you ready)
I hope you're ready, babe,
'cause here we go, we know how we do","Chris Brown",4911
"Chorus
It ain't my first time but babygirl we can pretend,
Hey let's bump and grind girl tonight we'll never end","Chris Brown",4912
"Chorus","Chris Brown",4913
"You're freaking know,
Like a pro baby,
And I bet that you (I bet that you whoa)
Think you know baby like a pro baby, so what you wanna do?","Chris Brown",4914
"(I'm gonna take you down baby nice and slow)
So bring it let's go baby! (baby, baby, baby, baby, baby)","Chris Brown",4915
"(come on baby, come on baby)","Chris Brown",4916
"Chorus","Chris Brown",4917
"Man yall don't know what yall do for me you see with out yall non of this would matter I mean non of it so I say thank you listen","Chris Brown",4918
"Out the gate I got it startedoff right
Daddy told told me
""You aint gotta beat around the bush"" (fa sho)
Deep inside I feel you lord (#1)
I come this far by faith
blessed me with the voice and gave me that extra push (push)
And dear Momma (I love you ma)
For the times I acted foolish
You popped me with the rulers
I didn't understand (nooo)
but I do now (now)
It's out of love for you Christopher","Chris Brown",4919
"Chorus
I just wanna thank you
You're more than just a friend
with me to the end
Its not official without a (thank you)
I thank you, lord,
I praise you, lord
I'm nothing without you,
I just wanna (thank you, lord) thank you
From my heart right to my soul (holla)
For seein' me through my shows
You make a diffrence that's why I (thank you)
I owe it all to you (ooo why) I just wanna","Chris Brown",4920
"I just wanna say thanks with all do respect (fa sho)
there some people I cant forget (as I grow)
Imma definitetly do my best to reach out (to the kids)
Hommies on the block (citizens)
Hustlers on lock (what it is)
The music bizz won't stop or change me (east coast)
East coat I wanna thank you
West coast (uh huh) I wanna thank you (I owe it all to you) I owe it all to you
Dirty South I wanna thank you (ooo)
Midwest (so yo cuz I just wanna thank all yall)
(yay yay)","Chris Brown",4921
"Chorus","Chris Brown",4922
"When the song is over (it aint over) it aint the end (noo)
I'm coming back to you (noooooo)
To do it again
I,m loyal to the game so were gonna win (this is it)","Chris Brown",4923
"Yea I would like to thank yall tonight (thank you) for coming out (thank you) (I love you ladies) for chillin wit me (fa sho) all my fans
(all my heart) I love yall all them haters I love yall too cause yall making me do it more (uh huh) my family especially my mom (I love you ma) I love
yall but last but not least God","Chris Brown",4924
"I just wanna thank you
You're more than just a friend
with me to the end
It's not official without a (thank you)
To my ladies and my fellas
Oooo, they kept it real with...Chris
(I just wanna thank you)
Thank you, baby
You know who you are
When I'm on the road stay commited
(Thank you)
Oooooo
O-o-o-o-I just wanna say thanks
You been there for me
when no body would
I give you my praise
Yeah
You mean so much to me
I don't know what to do
From my heart right to my soul (holla)
For seein' me through my shows
You make a diffrence that's why I (thank you)
I owe it all to you (ooo why) I just wanna","Chris Brown",4925
"Hang all the mistletoe
I'm gonna get to know you better
This Christmas
And as we trim the tree
How much fun it's gonna be together
This Christmas","Chris Brown",4926
"The fireside is blazing bright (whoa)
We're caroling through the night (whoa)
And this Christmas will be
A very special Christmas for me (whoa)","Chris Brown",4927
"Ha
Let's go
Woo","Chris Brown",4928
"Presents and cards are here
My world is filled with cheer and you
This Christmas
And as I look around
Your eyes outshine the town, they do
This Christmas","Chris Brown",4929
"Chorus","Chris Brown",4930
"Alright, break it down, ha ha ha","Chris Brown",4931
"Ooh yeah, yeah yeah, alright","Chris Brown",4932
"Yeah yeah yeah, yeah yeah
Yeah yeah yeah yeah, yeah yeah
Alright now, right now, now","Chris Brown",4933
"Fireside, oh, is blazing bright
We're caroling through the night, yeah
And this Christmas will be, oh
A very special Christmas for me yeah
And this Christmas will be
A very special Christmas for me oh oh","Chris Brown",4934
